CustomerID,Recency,Frequency,Monetary,Cluster
12739.0,78,38,1013.04,1
12740.0,64,27,427.6,1
12743.0,134,134,546.43,1
12744.0,52,222,21279.29,0
12747.0,2,103,4196.01,0
12748.0,1,4595,33719.73,2
12749.0,4,199,4090.88,0
12750.0,129,15,275.88,1
12752.0,81,53,4366.78,1
12753.0,23,197,21429.39,0
12754.0,236,63,3010.74,3
12755.0,281,4,3811.95,3
12756.0,87,4,112.07999999999998,1
12757.0,16,371,7857.1,0
12758.0,117,97,2791.59,1
12759.0,52,95,1531.44,0
12762.0,8,69,1898.52,0
12763.0,138,18,494.08,1
12764.0,317,45,1693.88,3
12766.0,4,310,6989.63,0
12769.0,239,32,1143.6,3
12770.0,211,12,1351.45,3
12772.0,60,55,892.47,1
12775.0,17,66,1386.04,0
12778.0,20,50,822.23,0
12779.0,38,149,3981.36,0
12781.0,64,25,826.74,1
12782.0,5,103,2330.92,0
12783.0,2,84,2225.91,0
12784.0,9,59,574.42,0
12785.0,364,14,311.95,3
12787.0,10,20,463.66,0
12789.0,65,4,91.85,1
12790.0,192,21,324.92,3
12791.0,374,2,192.60000000000002,3
12792.0,257,25,400.53999999999996,3
12793.0,335,24,545.48,3
12794.0,53,45,860.41,1
12795.0,19,14,430.48,0
12797.0,366,13,254.03,3
12798.0,10,8,6977.04,0
12802.0,187,25,427.58,3
12808.0,37,28,483.65000000000003,0
12809.0,178,25,489.31,1
12811.0,261,31,514.85,3
12812.0,45,15,229.64000000000001,1
12814.0,102,2,125.92,1
12815.0,148,47,1063.46,1
12816.0,96,29,572.2,1
12817.0,281,4,166.04,3
12818.0,262,14,1542.08,3
12820.0,3,59,942.34,0
12821.0,214,6,92.72,3
12822.0,71,46,948.88,1
12823.0,75,5,1759.5,1
12824.0,60,25,397.12,1
12826.0,3,91,1474.72,0
12827.0,6,25,430.15000000000003,0
12828.0,3,56,1018.71,0
12829.0,337,11,293.0,3
12830.0,38,38,6814.64,0
12831.0,262,9,215.05,3
12832.0,32,27,383.03,0
12833.0,145,24,417.38,1
12834.0,283,18,312.38,3
12836.0,59,175,2612.86,0
12837.0,173,12,134.1,1
12838.0,34,123,683.13,0
12839.0,3,314,5591.42,0
12840.0,144,113,2726.77,1
12841.0,5,420,4022.35,0
12842.0,70,34,1118.99,1
12843.0,66,103,1702.26,1
12844.0,29,52,325.96000000000004,0
12845.0,267,27,354.09,3
12847.0,22,91,871.54,0
12849.0,31,51,1050.8899999999999,0
12851.0,97,50,135.18,1
12852.0,295,17,311.55,3
12853.0,135,78,1957.1000000000001,1
12854.0,79,110,1324.5,1
12855.0,373,3,38.1,3
12856.0,8,314,2179.93,0
12857.0,211,46,1106.4,3
12863.0,52,5,521.2,1
12864.0,138,3,147.12,1
12865.0,26,95,1568.23,0
12866.0,283,26,559.12,3
12867.0,26,538,4036.82,0
12868.0,186,107,1607.0600000000002,1
12871.0,84,11,380.64,1
12872.0,327,66,599.97,3
12873.0,282,4,374.0,3
12875.0,143,2,343.2300000000001,1
12876.0,58,85,2218.02,0
12877.0,4,154,1535.77,0
12878.0,236,47,854.99,3
12879.0,45,10,573.22,1
12881.0,276,7,298.0,3
12882.0,9,13,1463.04,0
12883.0,25,42,703.47,0
12884.0,88,7,309.05,1
12885.0,63,71,1175.22,1
12886.0,68,82,1378.4,1
12888.0,214,5,354.12,3
12890.0,24,82,380.46999999999997,0
12891.0,186,3,331.0,3
12893.0,31,34,188.14,0
12895.0,42,22,372.8,1
12897.0,205,4,216.5,3
12901.0,9,116,17654.54,0
12902.0,265,10,138.68,3
12904.0,18,72,509.58,0
12906.0,12,63,2919.81,0
12908.0,176,2,750.0,1
12909.0,40,91,2178.67,0
12910.0,23,75,3075.04,0
12912.0,3,24,1662.3,0
12913.0,5,50,2483.63,0
12915.0,149,22,363.65,1
12916.0,139,107,3006.15,1
12917.0,128,2,594.0,1
12919.0,8,50,1335.19,0
12920.0,17,28,164.23,0
12921.0,9,720,16587.09,0
12922.0,161,28,405.38,1
12923.0,64,29,176.97,1
12924.0,88,30,933.7,1
12925.0,5,45,694.05,0
12928.0,35,84,2062.7000000000003,0
12929.0,312,8,117.85,3
12930.0,78,25,415.8,1
12931.0,22,82,42055.96,0
12933.0,24,106,607.53,0
12935.0,2,129,2160.7,0
12936.0,17,62,1063.9,0
12937.0,15,120,1504.27,0
12938.0,26,9,114.14,0
12939.0,64,47,11581.8,0
12940.0,55,99,913.54,0
12942.0,131,75,683.9,1
12944.0,36,30,604.51,0
12945.0,288,23,462.95,3
12947.0,144,97,1603.99,1
12948.0,16,116,2064.95,0
12949.0,31,215,4167.22,0
12950.0,2,23,1843.0,0
12951.0,9,63,1064.07,0
12952.0,6,79,1387.79,0
12953.0,10,17,329.85,0
12955.0,1,180,4757.16,0
12956.0,306,19,108.07,3
12957.0,10,238,4017.54,0
12962.0,7,16,266.39,0
12963.0,8,95,1856.63,0
12965.0,89,109,771.91,1
12966.0,10,10,160.18,0
12967.0,358,19,1660.9,3
12968.0,112,5,135.95,1
12970.0,7,151,452.24,0
12971.0,4,305,11189.91,0
12974.0,198,8,144.8,3
12976.0,212,22,738.6,3
12977.0,156,9,39.239999999999995,1
12980.0,158,20,7374.900000000001,1
12981.0,30,20,372.21999999999997,0
12982.0,243,28,390.54,3
12984.0,19,4,97.5,0
12985.0,1,76,1239.38,0
12987.0,74,28,558.7,1
12988.0,292,92,535.32,3
12989.0,3,64,6924.110000000001,0
12990.0,31,13,409.5,0
12991.0,23,31,503.76,0
12993.0,23,27,414.76,0
12994.0,4,61,974.4200000000001,0
12995.0,85,3,211.32,1
12997.0,22,59,1226.89,0
12999.0,196,28,455.88,3
13000.0,107,31,534.85,1
13001.0,4,339,9818.82,0
13002.0,318,7,120.94999999999999,3
13003.0,106,6,149.05,1
13004.0,12,404,5655.91,0
13005.0,174,26,513.7,1
13006.0,56,4,81.57,1
13008.0,323,14,229.46999999999997,3
13011.0,372,3,50.550000000000004,3
13012.0,9,89,1661.8400000000001,0
13013.0,1,219,4810.9400000000005,0
13014.0,11,109,3466.2799999999997,0
13015.0,53,176,3346.28,0
13016.0,73,47,789.89,1
13017.0,7,1,204.0,0
13018.0,16,458,7277.7,0
13021.0,4,131,2616.38,0
13023.0,64,40,689.9,1
13026.0,1,40,975.36,0
13027.0,114,26,6912.0,1
13028.0,23,45,661.3199999999999,0
13029.0,31,10,1247.5,0
13030.0,11,99,799.48,0
13032.0,52,71,1010.18,0
13033.0,357,11,190.55,3
13034.0,55,37,642.77,1
13035.0,74,27,921.88,1
13037.0,138,48,881.07,1
13038.0,80,28,908.46,1
13040.0,9,43,676.99,0
13043.0,273,13,516.42,3
13044.0,291,33,560.47,3
13045.0,99,18,305.28000000000003,1
13046.0,31,35,629.31,0
13047.0,32,172,3237.54,0
13048.0,14,136,1835.91,0
13049.0,64,14,656.6800000000001,1
13050.0,15,403,5836.86,0
13052.0,212,18,348.15000000000003,3
13055.0,78,76,1214.41,1
13058.0,25,8,271.40000000000003,0
13059.0,250,8,183.4,3
13060.0,254,15,307.53,3
13061.0,72,10,248.61,1
13062.0,191,11,346.98,3
13064.0,13,69,1119.49,0
13065.0,373,14,205.86,3
13066.0,24,48,470.8,0
13067.0,82,15,115.46000000000001,1
13068.0,10,2,344.0,0
13069.0,1,425,4436.12,0
13070.0,192,9,228.8,3
13072.0,267,7,177.15,3
13075.0,130,22,919.61,1
13077.0,1,112,729.27,0
13078.0,3,358,12627.94,0
13079.0,4,6,220.10000000000002,0
13080.0,179,6,58.08,1
13081.0,12,1024,28337.38,0
13082.0,126,73,3613.63,1
13083.0,4,18,303.75,0
13085.0,158,22,416.08000000000004,1
13089.0,3,1818,58825.83,2
13090.0,9,155,8910.82,0
13091.0,28,21,345.82,0
13092.0,71,25,477.83,1
13093.0,276,159,7832.47,3
13094.0,21,24,1927.3200000000002,0
13095.0,71,6,74.39999999999999,1
13097.0,33,423,6010.42,0
13098.0,1,572,28882.44,0
13099.0,99,1,207.35999999999999,1
13101.0,234,8,101.19,3
13102.0,1,304,6424.09,0
13103.0,40,8,243.94,1
13104.0,3,20,1098.48,0
13106.0,133,1,76.5,1
13107.0,44,58,1531.6200000000001,0
13108.0,373,10,350.06,3
13109.0,60,47,786.54,1
13110.0,31,145,1488.67,0
13113.0,1,200,12245.960000000001,0
13115.0,12,120,2294.78,0
13116.0,138,30,501.14,1
13117.0,22,76,984.91,0
13118.0,20,79,1197.81,0
13120.0,239,1,30.599999999999998,3
13121.0,269,50,283.73,3
13122.0,94,55,922.39,1
13124.0,90,235,3866.33,0
13126.0,5,140,2099.64,0
13127.0,78,15,259.17,1
13130.0,94,2,64.0,1
13131.0,23,44,1073.3,0
13132.0,262,3,77.3,3
13133.0,274,7,109.8,3
13134.0,86,98,1793.58,1
13135.0,197,1,3096.0,3
13136.0,56,127,2607.61,0
13137.0,11,704,3650.41,0
13138.0,22,63,962.39,0
13139.0,16,170,5064.94,0
13140.0,108,46,423.72,1
13141.0,85,135,2388.75,1
13142.0,19,23,307.09,0
13144.0,333,3,110.95,3
13145.0,40,6,618.52,1
13146.0,26,17,228.91,0
13147.0,10,4,712.8000000000001,0
13148.0,29,319,3707.12,0
13149.0,14,86,1676.06,0
13151.0,296,74,1257.8700000000001,3
13153.0,6,15,486.22,0
13155.0,33,85,971.76,0
13157.0,49,87,1741.22,0
13158.0,95,79,1201.06,1
13159.0,9,121,1437.85,0
13160.0,22,4,91.8,0
13161.0,313,8,112.75,3
13162.0,122,79,1688.29,1
13165.0,46,42,1021.48,0
13166.0,283,41,417.2,3
13167.0,19,65,791.33,0
13168.0,36,131,1319.19,0
13169.0,64,13,712.88,1
13170.0,27,32,116.00999999999999,0
13171.0,22,46,468.41,0
13173.0,4,43,353.65,0
13174.0,16,314,2817.03,0
13176.0,46,72,492.84,0
13177.0,65,17,282.45,1
13178.0,26,265,5725.47,0
13182.0,45,11,121.18,1
13183.0,8,94,3957.78,0
13184.0,15,181,1701.29,0
13185.0,268,1,71.4,3
13186.0,40,79,1575.89,0
13187.0,337,37,236.02,3
13188.0,11,2,114.60000000000001,0
13189.0,19,29,260.68,0
13192.0,95,63,911.94,1
13193.0,61,29,117.88,1
13194.0,136,3,60.7,1
13196.0,11,110,1797.78,0
13198.0,10,226,3401.2400000000002,0
13199.0,4,119,9817.12,0
13200.0,19,46,870.09,0
13203.0,10,57,869.46,0
13207.0,15,8,250.26000000000002,0
13208.0,59,149,1223.9,0
13209.0,30,321,5891.61,0
13210.0,94,22,353.48,1
13211.0,10,56,1197.42,0
13212.0,20,142,788.08,0
13213.0,57,90,1520.58,0
13216.0,268,5,333.74,3
13217.0,122,4,533.98,1
13218.0,127,5,62.63999999999999,1
13220.0,78,21,819.2900000000001,1
13221.0,240,66,847.41,3
13223.0,200,5,163.20000000000002,3
13224.0,60,108,2155.95,0
13225.0,3,32,6463.84,0
13226.0,273,16,108.21000000000001,3
13227.0,202,9,257.7,3
13228.0,81,2,358.0,1
13229.0,226,10,160.95,3
13230.0,4,611,2806.97,0
13232.0,13,207,1357.6,0
13233.0,74,43,605.12,1
13235.0,212,58,1031.07,3
13236.0,25,36,744.85,0
13238.0,17,31,700.73,0
13239.0,262,21,329.56,3
13240.0,96,67,663.65,1
13242.0,112,13,270.40000000000003,1
13243.0,203,58,600.07,3
13244.0,93,27,121.74000000000001,1
13245.0,51,16,430.5,1
13246.0,18,141,1987.3,0
13247.0,18,25,501.12,0
13248.0,125,26,465.68,1
13249.0,92,23,711.41,1
13253.0,157,36,1030.4,1
13255.0,9,13,399.51,0
13258.0,12,38,698.58,0
13259.0,62,87,292.32,1
13260.0,61,8,557.62,1
13261.0,269,9,944.1,3
13262.0,263,11,200.29,3
13263.0,1,1677,7454.07,0
13265.0,53,91,2107.66,0
13266.0,11,187,3834.2599999999998,0
13267.0,3,211,4521.49,0
13268.0,18,440,3214.69,0
13269.0,1,316,5346.2300000000005,0
13270.0,366,1,590.0,3
13271.0,37,96,217.38,0
13272.0,31,15,276.56,0
13273.0,113,16,138.98,1
13276.0,64,30,590.9300000000001,1
13277.0,16,8,258.4,0
13278.0,41,46,542.73,0
13279.0,78,9,137.75,1
13280.0,122,85,814.86,1
13282.0,18,37,1132.14,0
13283.0,60,7,93.66,1
13284.0,331,13,201.19,3
13285.0,23,187,2709.12,0
13291.0,156,42,361.11,1
13292.0,39,31,578.9399999999999,0
13294.0,190,54,873.74,3
13295.0,360,10,201.20000000000002,3
13296.0,137,5,87.4,1
13297.0,8,59,2089.85,0
13298.0,1,2,360.0,0
13299.0,268,5,142.5,3
13300.0,169,20,371.89,1
13301.0,104,81,618.09,1
13302.0,155,1,63.75,1
13304.0,351,21,300.42,3
13305.0,4,81,2000.86,0
13307.0,120,1,15.0,1
13308.0,23,54,1385.51,0
13309.0,7,107,1456.79,0
13310.0,28,72,1132.03,0
13311.0,4,26,598.57,0
13313.0,22,78,1555.32,0
13314.0,2,62,775.94,0
13316.0,37,87,5977.7300000000005,0
13317.0,66,124,2273.68,0
13318.0,1,20,640.76,0
13319.0,5,476,10845.550000000001,0
13320.0,78,106,1548.7,1
13321.0,72,11,567.36,1
13322.0,17,25,199.48000000000002,0
13323.0,3,21,787.85,0
13324.0,36,75,7121.95,0
13325.0,82,12,675.3,1
13327.0,39,108,3627.77,0
13328.0,316,17,1308.48,3
13329.0,32,17,789.0,0
13330.0,93,53,1140.93,1
13332.0,14,21,350.9,0
13334.0,82,268,3536.82,0
13336.0,77,51,795.12,1
13338.0,158,19,487.02,1
13339.0,201,54,860.12,3
13340.0,45,134,10736.48,0
13341.0,261,42,775.85,3
13343.0,178,19,353.43,1
13344.0,68,119,2543.72,0
13345.0,288,20,389.5,3
13347.0,70,8,341.36,1
13348.0,64,14,233.76,1
13349.0,11,16,247.32,0
13350.0,16,40,979.12,0
13351.0,66,16,373.94,1
13352.0,60,24,397.97999999999996,1
13354.0,71,51,743.53,1
13355.0,122,32,674.7,1
13356.0,80,42,768.24,1
13357.0,257,90,609.95,3
13358.0,269,29,439.03,3
13359.0,64,23,439.56,1
13362.0,9,166,3090.7400000000002,0
13363.0,18,60,992.5,0
13364.0,71,10,134.95999999999998,1
13365.0,34,128,2225.37,0
13366.0,50,1,56.160000000000004,1
13368.0,257,29,623.4,3
13369.0,366,14,308.28000000000003,3
13370.0,372,39,754.87,3
13372.0,90,23,378.64,1
13373.0,61,158,3312.25,0
13375.0,89,37,778.65,1
13376.0,99,53,1019.76,1
13379.0,26,97,572.56,0
13381.0,32,172,3639.31,0
13382.0,281,15,222.99,3
13384.0,31,152,4151.93,0
13385.0,330,35,534.57,3
13388.0,131,35,677.1,1
13389.0,11,51,797.96,0
13390.0,75,13,544.08,1
13391.0,204,1,59.8,3
13394.0,2,155,2520.02,0
13395.0,185,21,307.72,1
13396.0,29,43,1360.99,0
13397.0,73,38,1544.13,1
13398.0,192,26,457.34,3
13402.0,127,39,621.23,1
13403.0,18,3,75.0,0
13404.0,1,11,252.49,0
13405.0,74,27,572.451,1
13408.0,2,478,28117.04,0
13410.0,24,28,1003.06,0
13411.0,107,18,213.55,1
13414.0,134,24,1390.5,1
13416.0,44,19,712.5,1
13417.0,5,28,640.83,0
13418.0,12,304,6127.43,0
13419.0,64,16,221.06,1
13420.0,150,8,159.85,1
13421.0,40,104,1851.08,0
13422.0,64,127,2626.3,0
13425.0,108,78,1624.21,1
13426.0,1,157,3641.32,0
13427.0,19,29,582.6,0
13428.0,10,74,218.47,0
13429.0,11,67,1006.8,0
13430.0,19,49,679.45,0
13431.0,67,46,1269.1,1
13434.0,74,10,534.24,1
13435.0,5,101,3809.8900000000003,0
13436.0,2,12,196.89,0
13437.0,14,167,3408.06,0
13439.0,255,54,283.71,3
13441.0,92,13,296.64,1
13447.0,23,59,1129.14,0
13448.0,17,195,3539.37,0
13449.0,24,19,291.88,0
13450.0,27,71,2043.7199999999998,0
13451.0,26,443,2976.15,0
13452.0,259,2,590.0,3
13453.0,166,17,356.97999999999996,1
13455.0,25,46,1058.34,0
13456.0,18,63,1766.72,0
13458.0,7,382,9646.57,0
13460.0,29,17,183.44,0
13461.0,39,27,1445.0,0
13462.0,253,9,151.5,3
13464.0,58,41,674.68,1
13466.0,184,17,307.9,1
13467.0,11,99,1083.71,0
13468.0,2,302,5704.97,0
13470.0,99,10,165.0,1
13471.0,1,260,2531.58,0
13473.0,61,21,422.64,1
13474.0,236,64,229.59,3
13475.0,191,86,1431.78,3
13476.0,179,58,1238.47,1
13477.0,38,79,1454.58,0
13479.0,201,15,300.95,3
13481.0,46,109,1804.56,0
13482.0,232,11,184.64,3
13483.0,66,10,140.34,1
13484.0,241,8,313.8,3
13485.0,233,23,454.24,3
13486.0,78,69,1122.41,1
13487.0,58,34,575.4,1
13488.0,17,422,8968.31,0
13489.0,105,14,449.52,1
13491.0,52,86,1215.82,0
13492.0,136,50,1269.84,1
13493.0,275,8,618.63,3
13494.0,312,18,316.26000000000005,3
13495.0,8,48,2044.8700000000001,0
13496.0,11,35,653.33,0
13497.0,283,19,348.05,3
13499.0,18,42,1159.11,0
13500.0,23,65,1166.77,0
13501.0,288,52,1340.32,3
13502.0,17,18,292.0,0
13503.0,71,17,216.85,1
13504.0,64,22,295.93,1
13505.0,73,215,4393.63,0
13506.0,316,26,458.52,3
13507.0,3,162,2479.16,0
13508.0,244,12,110.97,3
13509.0,9,44,979.72,0
13510.0,1,115,1791.56,0
13512.0,261,15,251.21,3
13513.0,127,10,205.1,1
13514.0,74,4,152.20000000000002,1
